gene_id	product	Chr	Start	End	Strand	Length	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3	batch	chemostat	log2fold
gene_3420	ribosomal 60S subunit protein L43B	NC_001142.9;NC_001142.9	608305;608582	608306;608858	+;+	279	2609.082159516369	2716.8141481184675	2507.807521491395	978.0428920182811	245.4276434571536	296.19510426223974	2611.234609708744	506.5552132458915	-2.36594065195988
gene_3421	Sfc1p	NC_001142.9	609773	610741	+	969	1.064958602567115	1.264482693254565	1.294404949298155	588.520052392675	474.5428755667018	484.34542444992894	1.2079487483732783	515.8027841364352	8.738115311421414
gene_3422	aldo-keto reductase superfamily protein	NC_001142.9	611195	612043	+	849	44.97286310699502	24.534538758518785	27.331154680321994	267.9589780704868	302.2739254260814	321.3990412344224	32.27951884861193	297.21064824366357	3.2027947805268213
gene_3423	Jjj3p	NC_001142.9	612413	612931	+	519	86.69132374700675	82.62992397250207	69.682133103884	58.484385963579356	34.60208467673868	36.92669835459321	79.6677936077976	43.33772299830375	-0.8783732833052466
gene_3424	hypothetical protein	NC_001142.9	613186	615156	-	1971	14.450369787161824	14.608913064153386	11.560658307950314	16.02222027712468	20.761250806043204	30.283800237893903	13.53998038642184	22.355757107020594	0.7234206498429556
gene_3425	ubiquitin-specific protease YUH1	NC_001142.9	615576	616286	+	711	36.86554163367563	39.205632703408675	45.57270308481865	79.77636162316657	51.65596926741702	51.18939136985937	40.54795914063431	60.87390742014765	0.5861946354408316
gene_3426	Aim25p	NC_001142.9	616351	617334	-	984	58.938315637072606	51.36479050076375	48.01268927279813	63.25182158952154	63.519541156584566	68.77353344347519	52.771931803544824	65.18163206319376	0.304694651668128
gene_3428	mitochondrial 37S ribosomal protein RSM26	NC_001142.9	618234	619034	+	801	142.23060599498604	124.66994254149736	116.65885205032266	82.67864164820615	71.42858908269626	80.69167418225925	127.85313352893534	78.26630163772056	-0.7080243519377364
gene_3429	ESCRT-II subunit protein VPS25	NC_001142.9	619157	619765	-	609	40.32888059790364	33.448837450445104	41.534670470788	53.86895897754977	32.87198044290174	34.386766721737594	38.437462839712246	40.37590204739636	0.07098134363590852
gene_3430	CTP synthase URA8	NC_001142.9	620754	622490	+	1737	39.32916030267978	35.710989533267686	35.262288427354086	84.90188952019903	145.32875564230244	139.50086045068548	36.76747942110052	123.24383520439567	1.745013262237505
gene_3431	superoxide dismutase SOD1	NC_001142.9	622550	623014	-	465	2013.291183821874	1980.2166084245173	1987.0646988333376	1794.7636530834345	804.0041532387922	796.9523946475434	1993.524163693243	1131.90673365659	-0.8165660046786896
gene_3432	adenosine kinase	NC_001142.9	623581	624603	+	1023	672.6303518179942	671.1812024108684	692.1213631168772	390.81754786266754	355.9071566750264	369.85312161505266	678.6443057819133	372.19260871758223	-0.8666062170815474
gene_3433	Ecm27p	NC_001142.9	624838	627015	+	2178	19.710242081231144	19.408764314438354	18.524313621280456	22.945727241936922	49.92586503358009	40.24814741294286	19.214440005649987	37.70657989615329	0.9726252939560857
gene_3434	putative lipase	NC_001142.9	627340	628326	+	987	38.68486400996836	31.966622129092798	34.735166653607834	48.459568585093486	44.73555233206929	44.546493253160065	35.128884264223	45.91387139010761	0.3862722864828296
gene_3435	Abm1p	NC_001142.9	628712	629083	+	372	11.650990647117325	6.175825250824967	5.057574176894807	23.901610001570354	8.403363421493678	7.033656829446326	7.6281300249457	13.112876750836788	0.7815826945002846
gene_3436	carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2	NC_001142.9	629585	632941	-	3357	196.18326665875023	205.71955382426287	221.56302911851589	510.08662261525166	1642.116075658941	1407.1221246020123	207.82194986717636	1186.4416076254017	2.51322114823436
gene_3437	phosphatidylinositol-3-phosphatase YMR1	NC_001142.9	633615	635681	+	2067	31.053203629513618	30.30606225649144	27.306496281638143	28.92452479044948	61.54227917505664	63.30291146501693	29.55525405588107	51.25657181017436	0.7943223193720178
gene_3438	Pxp2p	NC_001142.9	635855	636706	-	852	45.78347028937653	36.312692695460974	37.54002241159948	55.77816224261561	39.792397378249476	42.592699689424975	39.87872846547899	46.05441977009669	0.20772016986099068
gene_3439	MIND complex subunit NNF1	NC_001142.9	637030	637635	+	606	43.25313548109468	34.37264588445949	40.70540448642729	44.52276687216382	22.24419729218915	25.203936972182667	39.443728617327146	30.65696704551188	-0.3635809973833938
gene_3440	hypothetical protein	NC_001142.9;NC_001142.9	637790;637859	637809;638168	+;+	330	76.30137944138134	80.75733673442392	79.18424216350455	98.48362440772436	30.400402965991834	32.432973158002504	78.74765277976995	53.772333510572906	-0.5503728599154833
gene_3441	mitochondrial 37S ribosomal protein RSM7	NC_001142.9	638232	638975	-	744	162.00425090277423	129.48646942563013	134.0257156877124	206.87255553083304	128.76918654700606	143.40844757815566	141.83881200537223	159.68339655199827	0.17096194497780748
gene_3442	hypothetical protein	NC_001142.9	639942	640451	+	510	12.140528069265113	12.913529504862243	13.9364266207768	96.78940001447273	47.70144530436117	37.70821578008725	12.996828064968051	60.73302036630705	2.22432143795971
gene_3443	Tda4p	NC_001142.9	640825	641664	+	840	27.2728291270277	28.62642047215725	29.614906569150705	38.32499534734557	32.37766494751976	25.985454397676705	28.504718722778552	32.229371564180674	0.17717524176066654
gene_3444	zinc metalloprotease	NC_001142.9	642007	643368	+	1362	170.32394298643007	175.87589513127617	162.6939671588481	189.7678183718785	286.702987321549	238.94895284480157	169.6312684255181	238.47325284607635	0.4914253252709742
gene_3445	Ilm1p	NC_001142.9	643490	644101	-	612	158.83857557288522	164.9227896066709	157.12637856758158	101.69900726158365	60.80080593198367	70.33656829446326	160.29591458237925	77.61212716267686	-1.046383664174943
gene_3446	histone demethylase	NC_001142.9	644304	646490	-	2187	10.475160707226001	9.314285325706937	10.610036727751886	20.888612004588897	59.070701698146735	43.76497582766603	10.133160920228274	41.241429843467216	2.0250099334702245
gene_3447	hypothetical protein	NC_001142.9	647126	647476	+	351	118.18855958028172	106.03416892185636	96.48295352845477	191.29741267392998	56.84628196892782	54.12008171546201	106.90189401019761	100.75459211943995	-0.08544183304848192
gene_3448	F1F0 ATP synthase subunit beta	NC_001142.9	647607	649142	+	1536	903.3548786226426	822.9383643993812	847.7539201251825	1519.6259873924052	2118.8833709548617	1969.0331535322243	858.0157210490688	1869.180837293164	1.1233301633507444
gene_3449	Iba57p	NC_001142.9	649776	651269	+	1494	51.390026445804935	46.85028986797179	51.77186596071702	52.3313189481827	83.78647646724579	69.1642921562222	50.00406075816458	68.42736252388356	0.45252805326067774
gene_3450	ribosomal 40S subunit protein S5	NC_001142.9	651901	652578	+	678	5408.4261910217765	5373.492640097436	5700.985137569979	2384.0634273888595	1584.7754781946312	1567.1378174719162	5494.301322896397	1845.325574351802	-1.5740606580764862
gene_3451	hypothetical protein	NC_001142.9	652892	654238	-	1347	49.950116228557725	53.327586234146516	52.300398343004254	20.257903999487784	29.658929722918863	30.67455895064092	51.85936693523616	26.863797557682528	-0.9489413591998163
gene_3452	Ent3p	NC_001142.9	654737	655963	-	1227	84.43950003513322	81.01152614268786	81.43779859084732	156.17357517255732	165.34853320527267	170.3707987576999	82.29627492288945	163.96430237850998	0.9944826992109339
gene_3453	putative zinc metalloprotease	NC_001142.9	656254	658689	-	2436	50.2416516692371	47.02956844536267	48.314089824491006	56.1344759438953	164.60705996219968	179.5536285072548	48.528436646363595	133.4317214711166	1.4591993683048412
gene_3454	Rsf2p	NC_001142.9	658917	663059	-	4143	27.299338521186044	25.212512180148	26.238022602476235	23.903400429046812	112.4567751994007	116.64147575498491	26.24995776793676	84.33388379447747	1.6837972391540046
gene_3455	hypothetical protein	NC_001142.9	662921	663280	+	360	12.612659716403199	7.232577571521684	9.290951080517868	11.923331885840842	2.9658929722918863	5.079863265711236	9.712062789480916	6.656362707947988	-0.5450438486732664
gene_3457	protein-lysine N-methyltransferase	NC_001142.9	664000	665019	-	1020	15.782686490044647	15.616361261693877	17.830428176582085	26.752349693441218	31.141876209064808	30.479179594267414	16.409825309440205	29.457801832257815	0.8440898105244782
gene_3458	cystathionine gamma-synthase	NC_001142.9	665218	667137	-	1920	44.610117462846546	46.90539278001562	44.31348152075124	88.78623922135056	189.81715022668072	180.33514593274887	45.276330587871136	152.9795117935934	1.7565094719888361
gene_3459	mannosyl-oligosaccharide 1,2-alpha-mannosidase	NC_001142.9	667644	669293	+	1650	31.020888690922252	31.467513968930703	34.46098218955718	48.12690324830304	72.17006232576924	65.45208438512553	32.31646161647004	61.91634998639927	0.9380511377909274
gene_3460	Nmd5p	NC_001142.9	669522	672668	+	3147	43.48137650736799	43.120487153265586	45.303350597568055	43.06233986279438	115.66982591938357	127.58271971190142	43.968404752733875	95.43829516469312	1.1181010491607093
gene_3461	xanthine phosphoribosyltransferase	NC_001142.9	672991	673620	+	630	132.67862818554013	108.18477375889576	109.500494877532	156.2199810348943	91.2012088979755	90.26526264456119	116.78796560732263	112.56215085914367	-0.053169830762828454
gene_3462	Sgm1p	NC_001142.9	673729	675852	-	2124	45.08685753783578	45.284732950305255	42.222648448539886	54.27569962561933	123.82603159318626	132.46720362123915	44.19807964556031	103.52297828001491	1.2278954029818965
gene_3463	Mcm22p	NC_001142.9	676059	676778	-	720	20.63889771775069	19.357781147308035	17.710875497237186	28.956663151327756	22.491355039880137	22.66400533932705	19.235851454098636	24.704007843511647	0.36094735039449516
gene_3464	protein transporter TIM8	NC_001142.9	676971	677234	+	264	228.2787171811819	215.23686730223616	174.20533275971002	204.399975185843	49.92586503358009	60.3722211194143	205.906972414376	104.89935377961247	-0.9729868999046888
gene_3465	Tti2p	NC_001142.9	677441	678706	-	1266	22.008303253525618	19.598732644324162	17.17284796872971	30.514688238644815	32.62482269521075	34.5821460781111	19.593294622193167	32.57388567065556	0.7333557445502726
gene_3466	sulfite reductase (NADPH) subunit beta	NC_001142.9	678957	683285	-	4329	410.2988074820107	444.55099516287123	473.7226096667374	248.87786306412073	1076.6191489419548	1049.7732817948643	442.85747077053975	791.7567646003132	0.8382148285541811
gene_3467	Iml1p	NC_001142.9	684567	689321	+	4755	14.106502120439483	15.138889405597435	14.85965993003962	20.63343598090529	109.73803997479979	105.89561115444191	14.70168381869218	78.75569570338233	2.4214027667155484
gene_3468	homoserine dehydrogenase	NC_001142.9	689445	690524	-	1080	553.4282202833889	592.6459151252767	583.9749877067168	412.2066166247834	413.00059639164516	420.4563749157915	576.6830410384608	415.2211959774067	-0.47389850762009217
gene_3469	Hir3p	NC_001142.9	690750	695696	-	4947	15.019209982596013	16.285103139672835	16.81836808692895	18.34517666919634	89.96542015952055	85.96691680434398	16.040893736399266	64.75917121102029	2.0133299067785653
gene_3470	putative polyadenylation protein	NC_001142.9	695906	696949	+	1044	33.40970990708684	33.8889537326878	27.43233400928767	37.884478159445045	35.83787341519363	35.36366350360514	31.576999216354107	36.36200502608127	0.20355762981440279
gene_3471	hypothetical protein	NC_001142.9	697141	698169	+	1029	57.1631277896885	49.267360854200184	44.897234448858214	58.399992910240854	56.10480872585485	53.533943646341484	50.44257436424897	56.01291509414573	0.15111757790510627
gene_3472	dolichyl-phosphate-mannose-protein mannosyltransferase	NC_001142.9	698326	700614	-	2289	177.53599653233337	186.14784492150173	177.17344458916773	80.36696272051495	169.3030571683285	159.23417544440989	180.2857620143343	136.3013984444178	-0.40348510890352474
gene_3473	Mgm101p	NC_001142.9	700882	701691	+	810	104.21369341432138	101.53971649430441	105.81360952812015	144.59405652035562	105.78351601174394	127.77809906827493	103.85567314558199	126.05189053345816	0.27943771612944085
gene_3474	ribosomal 40S subunit protein S4A	NC_001142.9;NC_001142.9	702027;703055	702798;703068	-;-	786	2429.928237659859	2354.111440724386	2534.621101068758	1025.1204862373959	760.7515473928688	782.1035635631567	2439.5535931510008	855.9918657311405	-1.5109481856946458
gene_3475	hypothetical protein	NC_001142.9	703885	704238	+	354	9.328315352655679	5.191880210863023	7.676845172461797	28.581352462427205	7.414732430729716	6.447518760325799	7.399013578660166	14.14786788449424	0.9351796055410668
gene_3476	Hms2p	NC_001142.9	704196	705272	+	1077	59.78956441911063	65.55893679445839	70.07033440251288	32.453477954298194	26.693036750626977	28.91614474327934	65.1396118720273	29.354219816068166	-1.1499672328714865
gene_3477	branched-chain-amino-acid transaminase BAT2	NC_001142.9	705744	706874	+	1131	50.36547984172583	40.49069796632829	37.15148210578431	207.65302518880074	249.62932516790045	257.70537105665846	42.66921997127948	238.32924047111987	2.4816882897315446
gene_3478	putative nitronate monooxygenase	NC_001142.9	707160	708374	+	1215	18.515554331150824	15.379075620490552	14.45259056969446	43.403451520944444	56.10480872585485	61.93525597040237	16.11574017377861	53.81450540573389	1.7395245553227203
gene_3479	Dan1p	NC_001142.9	708811	709707	-	897	0.23008804590580478	0.170747453980445	0.6991518371627158	3.0762538071447945	6.178943692274763	3.907587127470181	0.36666244568298856	4.387594875629913	3.580901972408776
gene_3480	Dan4p	NC_001142.9	712255	715740	-	3486	5.210048764090822	4.525395301407715	4.977295221706001	18.73373266548389	61.78943692274763	59.395324337546754	4.90424642906818	46.639497975259424	3.2494485867187426
gene_3481	hypothetical protein	NC_001142.9	717580	717630	+	51	0.0	0.0	0.0	6.011763976054206	0.7414732430729716	0.3907587127470181	0.0	2.3813319772913983	21.183337327524278
gene_3482	allantoate permease	NC_001142.9	719666	721297	+	1632	14.922732418471698	14.546490357948022	15.242966616474627	25.36212927397868	48.44291854743415	55.87849592282359	14.904063130964781	43.227847914745475	1.536255226684116
gene_3483	Pgu1p	NC_001142.9	722815	723900	+	1086	11.592751020099374	11.564602421802627	11.16454066305324	12.422097939471122	16.806726842987356	16.99800400449529	11.440631368318414	15.408942928984589	0.42960109703092425
gene_3484	hypothetical protein	NC_001142.9	725784	726824	+	1041	18.6364686404281	18.391026203225167	14.659353650096635	32.397690591416044	28.42314098446391	31.45607637613496	17.228949497916634	30.758969317338302	0.8361723393389772
gene_3485	putative aryl-alcohol dehydrogenase	NC_001142.9	727405	728271	+	867	27.375700548342902	24.025171171836735	25.317037978919792	78.5065648637667	81.0677412426449	81.8639503205003	25.57263656636648	80.47941880897064	1.6540189185234924
gene_3486	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase	NC_001142.9	728574	729596	-	1023	6.85945769700414	5.988679031102998	2.656503608065959	18.881522634469373	21.502724049116175	19.147176924603887	5.168213445391032	19.843807869396475	1.9409510557113108
gene_3487	hexose transporter HXT16	NC_001142.9	732440	734143	+	1704	0.36336087531251215	0.17976580542307413	0.24535962360522537	1.4394364449707253	1.4829464861459432	0.9768967818675452	0.2628287681136039	1.2997599043280712	2.3060445590278107
gene_3488	L-iditol 2-dehydrogenase SOR1	NC_001142.9	736044	737117	+	1074	1.9216850761406599	1.711290125368259	2.335713958789408	4.282122385178274	2.718735224600896	3.907587127470181	1.9895630534327757	3.6361482457497836	0.8699586724780435
gene_3489	alpha-glucoside permease	NC_001142.9	738008	739816	-	1809	2.3958919407007437	1.6086505573182557	1.6178273025777383	3.389717664773516	7.167574683038725	9.182829749554926	1.8741232668655792	6.58004069912239	1.8118798909853855
gene_3490	Cos5p	NC_001142.9	742848	743999	-	1152	21.140537592834907	20.873431594281328	17.601997164262364	29.0098923115324	31.389033956755796	26.766971823170742	19.871988783792865	29.055299363819643	0.5480649821965157
gene_3491	seripauperin PAU16	NC_001143.9	1810	2181	-	372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-inf
gene_3492	hypothetical protein	NC_001143.9	3503	5620	-	2118	13.739776101052158	14.173489791883851	16.38418427088491	22.003396762215395	49.92586503358009	42.78807904579848	14.765816721273639	38.23911361386465	1.3727878277171335
gene_3493	Mch2p	NC_001143.9	6107	7528	+	1422	2.031958987682909	1.7233245144355462	2.9401743925689456	18.9738373590234	37.32081990133957	30.869938307014433	2.2318192982291336	29.054865189125803	3.702486986761237
gene_3494	ferric/cupric-chelate reductase	NC_001143.9	9091	11226	-	2136	8.50291666274373	16.563702105302465	7.829453157739776	10.908987439693869	20.266935310661225	16.021107222627744	10.965357308595323	15.73234332432761	0.5207806205492108
gene_3495	Cos9p	NC_001143.9	14485	15708	+	1224	33.89230752669844	33.53513476068878	36.03659334539099	37.323034684669864	39.0509241351765	45.91414874777463	34.48801187759273	40.76270252254033	0.24115469745418266
gene_3496	threo-3-hydroxy-L-aspartate ammonia-lyase SRY1	NC_001143.9	17359	18339	-	981	124.96947241940785	120.99832958293155	126.36545850337374	57.819564846148246	52.644600258180986	41.61580290755743	124.11108683523771	50.69332267062888	-1.2917643757771695
gene_3497	Jen1p	NC_001143.9	22234	24084	+	1851	9.589115093066232	6.702321860538733	5.30803931261353	2775.798042272575	5995.305485740358	6325.992800661476	7.1998254220728315	5032.36544289147	9.44905885147284
gene_3498	dihydroorotate dehydrogenase	NC_001143.9	25215	26159	+	945	258.5868243155219	259.967606156208	261.47390898028857	104.47109842831978	95.65004835641334	114.88306154762333	260.0094464840061	105.00140277745216	-1.3081554428978333
gene_3499	5-oxoprolinase	NC_001143.9	26827	30687	-	3861	22.932108575278548	23.08712544426502	25.772102064839775	32.24024472628293	127.7805555562421	104.72333501620085	23.930445361461114	88.2480450995753	1.882717012746313
gene_3500	Yra2p	NC_001143.9	31082	31693	-	612	56.3185607657576	60.31319012929848	50.89528349254273	66.63038406793412	46.46565656590622	40.052768056569356	55.84234479586627	51.049602896803236	-0.1294598080427017
gene_3501	Doa1p	NC_001143.9	31960	34107	-	2148	62.26259646695738	60.82210320579687	58.976777459432554	68.51395816285239	153.9792768114871	135.00713525409475	60.68715904406227	119.16679007614475	0.9735190212186738
gene_3502	phosphatidylinositol-3-phosphatase SAC1	NC_001143.9	34543	36414	+	1872	140.90016711156724	150.2150726392965	149.3029037818797	85.3304383588335	145.08159789461143	140.67313658892652	146.80604784424781	123.69505761412381	-0.2471235558788678
gene_3503	bifunctional anthranilate synthase/indole-3-glycerol-phosphate synthase	NC_001143.9	36699	38153	-	1455	158.302473216562	167.58176097798693	181.89191857632406	119.47916075296185	161.64116698990782	162.16486579001253	169.25871759029098	147.7617311776274	-0.1959574754053491
gene_3505	E1 ubiquitin-activating protein UBA1	NC_001143.9	39163	42237	+	3075	172.6955571634879	195.69673879030375	200.34463049477674	269.30943072046927	881.6116860137632	820.3979174123646	189.57897548285612	657.1063447155324	1.7933278879400547
gene_3506	ATP-binding cassette a-factor transporter STE6	NC_001143.9	42423	46295	-	3873	105.13954349889521	118.00434577894401	120.31097961933187	52.01037323667656	140.8799161838646	124.84740872267228	114.48495629905703	105.91256604773781	-0.11228427975258014
gene_3508	Cbt1p	NC_001143.9	47157	47972	+	816	32.62766918614999	28.342194116776145	23.825141098019163	46.591170814420096	35.590715667502636	35.559042859978646	28.26500146698176	39.24697644730046	0.4735646914101947
gene_3509	Emc3p	NC_001143.9	48194	48955	+	762	219.66070930571928	223.71075971571003	195.8781221896582	189.11021326249255	114.6811949286196	132.07644490849214	213.08319707036253	145.28928436653476	-0.5524885362521994
gene_3510	Add66p	NC_001143.9	49006	49809	-	804	59.81173094820784	58.86391052502722	59.80183064885568	66.35372328794158	44.4883945843783	51.18939136985937	59.49249070736358	54.010503080726416	-0.13946761721289092
gene_3511	Ran GTPase-binding protein LOS1	NC_001143.9	50051	53353	+	3303	40.9278777024726	46.97291924956861	43.543421957740414	25.24831664420949	87.24668493491966	78.54250126215064	43.81473963659388	63.67916761375992	0.539405158913186
gene_3512	Eap1p	NC_001143.9	53704	55602	+	1899	47.60314481503319	55.0054965573213	54.49076759308465	69.10204532349195	113.93972168554663	113.90616476575578	52.36646965514638	98.98264392493145	0.918532203844345
gene_3513	phosphatidylinositol kinase-related protein kinase TOR2	NC_001143.9	55935	63359	-	7425	15.42705485973284	17.801681124344277	17.934351025120854	19.614139032984934	131.24076402391597	140.86851594530003	17.054362336399326	97.2411396674003	2.5114259037679796
gene_3514	Mnn4p	NC_001143.9	63930	67466	-	3537	33.61041867521741	32.39016927704367	28.901240956572753	56.431036406269634	225.16070814649237	218.43412042558313	31.633942969611272	166.67528832611504	2.397494882253531
gene_3515	putative serine/threonine protein kinase PTK1	NC_001143.9	68232	70220	-	1989	31.233324349135035	28.260377628410513	27.74673173367327	54.876614755776856	106.03067375943493	106.67712857993595	29.080144570406272	89.19480569838258	1.6169252053963565
gene_3516	AAA family ATPase peroxin 1	NC_001143.9	70734	73865	-	3132	13.772444517911541	15.893087969875234	14.35024771775389	36.5139802415323	100.59320331023315	91.24215942642873	14.671926735180222	76.11644765939805	2.3751497946292535
gene_3518	palmitoyltransferase YKT6	NC_001143.9	74932	75534	-	603	398.0603324335664	400.55398877224565	331.07680156323	338.12433706115814	204.89377283583116	223.12322497854734	376.5637075896807	255.3804449585122	-0.5602459076570814
gene_3519	Mia40p	NC_001143.9	75821	77032	+	1212	310.60519337604995	270.30547627521634	269.24210340386867	375.4078752175632	400.8898667547866	439.01741377127485	283.384257685045	405.1050519145415	0.5155364542131485
gene_3520	threonine--tRNA ligase MST1	NC_001143.9	77258	78646	-	1389	35.21539783374308	35.94694887535615	31.906289887739543	37.304099142988626	54.37470449201792	44.35111389678656	34.35621219894626	45.343305843931034	0.400318548561165
gene_3521	type 1 protein phosphatase-activating protein SDS22	NC_001143.9	78866	79882	-	1017	36.73196152323378	36.14406282488712	30.832802258355752	73.55987307573112	69.45132710116835	80.30091546951222	34.56960886882555	74.43737188213724	1.1065227975538918
gene_3522	acyl carrier protein	NC_001143.9	80160	80537	-	378	422.0599983021504	383.3063519697206	374.9562400351854	467.1999432819269	156.698012036088	166.0724529174827	393.44086343568546	263.3234694118325	-0.5793106986332389
gene_3523	Dph2p	NC_001143.9	81035	82639	+	1605	81.39826950365224	84.54839443696375	88.56794487970302	76.79326170533541	109.4908822271088	112.14775055839421	84.83820294010634	99.47729816361282	0.22965324527089792
gene_3524	calcineurin regulatory subunit B	NC_001143.9;NC_001143.9	82947;83075	82998;83550	+;+	528	198.57121289048013	178.10705730939762	184.4992842409656	221.23974586876759	100.84036105792414	117.03223446773193	187.05918481361445	146.3707804648079	-0.3538672315443491
gene_3526	Hym1p	NC_001143.9	84704	85903	+	1200	23.734732375413294	21.05956410531314	21.94987192772346	47.5229942307085	46.9599720612882	43.960355184039535	22.248056136149966	46.14777382534541	1.0525816989054615
gene_3527	ATP-binding cassette long-chain fatty acid transporter PXA2	NC_001143.9	86225	88786	-	2562	8.216891363038917	6.097723479503059	6.609195294396492	88.79671053155477	234.55270255875	219.80177592019768	6.974603378979489	181.05039633683415	4.698136139630361
gene_3528	Fat3p	NC_001143.9	89284	91536	-	2253	11.175967694476627	10.740947031883067	10.020866012276263	321.8415055356316	786.4559531527319	681.4831950307996	10.645926912878652	596.593551239721	5.8083747756765876
gene_3529	Mtr2p	NC_001143.9	92744	93298	-	555	118.62717787319767	115.077323268345	119.40127672395259	145.2897120915587	85.76373844877371	82.45008838962082	117.7019259551651	104.50117964331774	-0.17161871161876535
gene_3530	DNA-binding transcription repressor ASH1	NC_001143.9	94499	96265	+	1767	62.839428252121515	64.57529560511719	68.14415733079319	87.10423390771918	157.68664302685195	154.15431217869866	65.18629372934396	132.98172970442326	1.028587470076814
gene_3531	ornithine decarboxylase SPE1	NC_001143.9	96757	98157	+	1401	74.83626010433512	76.4162497416852	72.96480318586569	91.25780476712691	108.99656673172683	110.58471570740613	74.73910434396201	103.61302906875329	0.47127023026220355
gene_3532	hypothetical protein	NC_001143.9	98395	98607	-	213	9.689623341666989	10.78594832538445	4.907192472104508	8.636618669824353	0.9886309907639621	2.539931632855618	8.46092137971865	4.055060431147978	-1.0610915348274694
gene_3533	Lot5p	NC_001143.9	98721	99641	+	921	56.47125108439928	48.392720597343775	53.339743581148994	25.63322164382722	23.23282828295311	21.687108557459506	52.73457175429735	23.517719494746615	-1.1650009327353852
gene_3534	tetrafunctional fatty acid synthase subunit FAS1	NC_001143.9	100671	106826	+	6156	223.8562704051679	211.23007768221223	208.29931991190278	605.5797510440217	3995.799306920244	3699.8988716451413	214.4618893330943	2767.0926432031356	3.6895777365538893
gene_3535	ribose phosphate diphosphokinase subunit PRS1	NC_001143.9	107316	108599	+	1284	309.261987608663	304.4123908057724	317.1513908559955	205.1163302390644	272.1206802077806	266.10668338071935	310.27525642347695	247.7812312758548	-0.3244817436759119
gene_3536	ribosomal 60S subunit protein L17A	NC_001143.9;NC_001143.9	109269;109884	109577;110129	+;+	555	1813.6198949454076	1853.9315532775581	1858.8179830684735	875.0528667415549	445.13110359147396	412.64120066085115	1842.1231437638132	577.6083903312933	-1.6732059038437426
gene_3537	Coy1p	NC_001143.9	110464	112503	-	2040	48.3597701425727	46.02321852604974	48.879966897871576	58.01352236892309	113.19824844247367	119.18140738784052	47.754318522164674	96.79772606641244	1.0193419215149089
gene_3538	Ste3p	NC_001143.9	113215	114627	-	1413	8.17960560646878	6.070053862948135	3.698627022499151	20.613585607914104	27.68166774139094	22.46862598295354	5.982762163972022	23.587959777419528	1.979166781027428
gene_3539	Lst4p	NC_001143.9	115500	117986	-	2487	62.572291432183434	59.36738618275941	59.763566510086285	70.88660176831105	184.62683752516992	160.60183093902444	60.567748041676374	138.7050900775018	1.1953990306473836
gene_3540	Zn(2+) transporter ZRT3	NC_001143.9	118793	120304	+	1512	91.72843430111418	88.33063924883625	89.591313990708	100.98332107395817	146.56454438075738	143.60382693452917	89.8834625135528	130.38389746308158	0.5366380837271729
gene_3541	Tpo5p	NC_001143.9	120380	122236	-	1857	38.56595319364292	38.84683876674005	36.135645761464886	34.341837511030164	63.76669890427556	62.91215275226992	37.849479240615956	53.67356305585855	0.5039381740247555
gene_3542	U5 snRNP GTPase SNU114	NC_001143.9	122517	125543	+	3027	27.95489945251993	26.26041690400341	26.51926572040779	33.22259259710432	95.89720610410433	102.57416209609225	26.911527358977043	77.23132026576697	1.5209617075797965
gene_3543	Ebp2p	NC_001143.9	125759	127042	+	1284	230.6605780761078	237.73271742786224	249.42296241857545	135.6298900765874	170.78600365447446	200.4592196392203	239.27208597418186	168.95837112342738	-0.5019842733482741
gene_3544	protein kinase NNK1	NC_001143.9	127475	130261	+	2787	19.92057224999977	17.750567129245898	18.22686581726998	57.645633475447646	171.28031914985644	142.6269301526616	18.63266839883855	123.85096092598856	2.7326987810191676
gene_3545	mitochondrial 54S ribosomal protein YmL38/YmL34	NC_001143.9	130634	131050	+	417	193.0256621084597	168.95399151417558	151.39571365016525	181.60717219749364	78.59616376573499	79.51939804401819	171.12512242426683	113.24091133574893	-0.5956563171622572
gene_3546	putative serine/threonine protein kinase KKQ8	NC_001143.9	131288	133462	-	2175	18.598730816915566	17.46381407939029	15.66646578749392	30.025651527299694	55.116177735090886	61.54449725765535	17.24300356126659	48.89544217334865	1.503688806263702
gene_3547	mitochondrial 54S ribosomal protein MRP49	NC_001143.9	133721	134134	-	414	138.09117555113383	122.45438241297582	110.07757258439648	134.78549088341822	46.21849881821523	61.93525597040237	123.54104351616871	80.97974855734527	-0.6093573650129492
gene_3548	cAMP-dependent protein kinase catalytic subunit TPK3	NC_001143.9	134509	135705	-	1197	62.933982180275706	69.86266880231472	67.93571372784682	38.16490764748197	42.758290350541365	46.89104552964218	66.91078823681242	42.60474784255518	-0.6512246491299397
gene_3549	mannose-ethanolamine phosphotransferase MCD4	NC_001143.9	137932	140691	-	2760	61.09412838913881	60.986721875465456	52.64030707304281	36.21434342966566	83.29216097186381	81.8639503205003	58.24038577921569	67.12348490734325	0.20479768272855814
gene_3551	beta-1,3-glucan linked protein	NC_001143.9	141794	142819	-	1026	483.183550858062	511.8784002631135	524.8572364783779	519.3671884108115	468.858247369809	442.53424218599804	506.63972919985116	476.9198926555395	-0.08721325645661243
